firstname,lastname,team,age,trueShooting,usage,assist,rebound,defensive,blocks
Alejandra,Maisey,New Orleans Pelicans,25,93.15,75.71,30.83,40.74,17.86,37.63
Wileen,Federica,LA Clippers,25,36.22,68.35,58.11,21.47,81.71,47.21
Donetta,Raffo,Indiana Pacers,27,76.16,70.11,57.75,29.91,5.56,2.49
Annabela,Delila,San Antonio Spurs,29,14.53,91.77,28.73,89.15,81.96,59.92
Calla,Winnick,Memphis Grizzlies,28,8.61,71.04,19.14,58.14,56.76,28.13
Bernardine,Allina,New Orleans Pelicans,28,93.39,17.37,39.6,76.91,49.64,89.11
Angela,Linskey,Philadelphia 76ers,18,94.11,21.77,34.16,20.7,89.46,36.01
Jillayne,Munn,Atlanta Hawks,18,51.62,52.22,62.85,68.22,80.27,16.33
Fina,Cloris,Houston Rockets,23,9.13,13.55,56.45,56.81,84.11,8.99
Chastity,Bord,Philadelphia 76ers,26,19.55,65.82,11.71,59.16,25.25,30.95
Fayre,Taima,Detroit Pistons,19,34.29,52.12,22.17,4.64,39.9,35.29
Monika,Berne,Houston Rockets,20,80.84,25.64,28.33,78.34,73.72,22.85
Lita,Kylander,New York Knicks,28,9.28,23.16,83.84,85.5,16.93,4.6
Ninnetta,Egbert,Philadelphia 76ers,25,20.21,49.19,12.59,73.87,83.36,57.25
Lilith,Azeria,LA Clippers,23,23.9,34.71,67.34,46.55,17.5,27.57
Hettie,Eiser,Sacramento Kings,29,37.82,88.61,44.52,65.29,45.55,31.35
Beatriz,Brodench,Orlando Magic,26,22.17,63.2,59.54,3.1,77.77,71.53
Emilia,Wittie,New Orleans Pelicans,20,76.6,51.69,80.8,88.61,26.84,24.4
Pierette,Lynn,New York Knicks,25,73.48,26.96,80.15,18.64,38.23,32.85
Devina,Baptlsta,Dallas Mavericks,29,37.75,6.22,12.52,64.06,90.13,31.27
Rhoda,Emanuel,Philadelphia 76ers,26,87.24,96.34,98.24,19.02,6.87,74.51
Celestyna,Kellby,Detroit Pistons,24,82.61,50.46,58.74,84.19,24.65,15.79
Alyssa,Faria,Denver Nuggets,22,18.12,69.86,65.52,91.59,34.97,71.51
Briney,Ummersen,San Antonio Spurs,26,68.04,88.67,13.74,69.8,65.29,91.46
Alie,Natalia,Chicago Bulls,26,37.92,2.74,40.85,26.01,57.29,77.61
Janenna,Afton,Phoenix Suns,25,25.36,79.04,75.28,96.96,67.09,72.01
Camile,Kussell,New York Knicks,30,43.56,33.99,7.71,72.69,72.16,83.27
Dania,Nikaniki,Dallas Mavericks,24,85.2,34.69,78.21,59.67,8.84,32.25
Minda,Colp,Phoenix Suns,25,10.09,22.61,87.77,38.45,67.65,8.46
Claresta,Corabella,Portland Trail Blazers,28,56.75,63.03,22.28,56.1,97.85,91.06
Beatriz,Friede,Los Angeles Lakers,26,65.14,49.54,61.79,97.66,93.95,37.24
Julieta,Clara,Cleveland Cavaliers,19,48.76,12.43,23.65,79.81,30.72,7.68
Sallie,Havens,Chicago Bulls,30,8.87,52.67,32.84,86.8,63.78,23.67
Perry,Sinegold,Milwaukee Bucks,20,62,66.7,49.71,44.26,35.85,42.49
Jacquetta,Latini,Los Angeles Lakers,27,61.17,84.16,56.44,64.17,31.04,20.47
Raf,Colbert,Indiana Pacers,29,10.92,93.63,25.8,68.35,62.99,71.82
Goldie,Seessel,Atlanta Hawks,28,57.43,9.27,28.77,6.57,94.37,93.83
Ruthe,O'Rourke,Houston Rockets,19,4.18,44.93,54.18,36.83,22.66,61.94
Elka,Septima,Toronto Raptors,24,15.2,53.29,45.99,21.79,46.65,53.05
Marcy,Oriana,Portland Trail Blazers,30,55.25,85.76,39.5,18.24,80.5,71.93
Emelina,Obed,LA Clippers,19,84.96,70.14,5.12,49.95,66.28,48.89
Sidoney,Decato,Houston Rockets,28,73.49,30.68,49.21,15.41,3.48,71.27
Andree,Ezar,Milwaukee Bucks,24,12.62,76.21,6.67,42.64,9.78,28.92
Dolli,Shama,Indiana Pacers,19,51.69,76.78,58.69,34.25,17.54,2.84
Tani,Therine,Orlando Magic,19,94.17,23.35,73.65,51.72,63.47,41.66
Mildrid,Screens,Milwaukee Bucks,30,21.48,63.61,60.73,17.58,97.64,54.4
Alyda,Hirsch,Philadelphia 76ers,25,86.98,89.16,11.59,47.15,2.02,33.41
Karlee,Decato,Los Angeles Lakers,18,40.14,34.83,88.18,49.23,38.41,86.15
Edee,Regan,Washington Wizards,28,30.62,86.22,81.1,81.82,29.79,25.59
Dorice,Silvan,Toronto Raptors,18,66.46,31.94,44.64,61.3,56.45,96.7
Andree,Hortensia,Utah Jazz,29,92.9,98.79,9.71,55.4,9.3,10.12
Lily,Henebry,Charlotte Hornets,25,93.92,93.48,37.19,17.36,94.27,41.47
Shauna,Cornelia,Charlotte Hornets,23,27.7,83.11,86.37,33.74,14.45,21.98
Phylis,Ciro,Los Angeles Lakers,23,2.63,16.83,47.04,29.65,68.41,60.18
Pollyanna,Even,Phoenix Suns,28,96.52,7.79,80.03,97.05,81.21,36.86
Tamqrah,Wittie,Oklahoma City Thunder,25,22.14,28.08,95.18,29.89,95.17,89.87
Ardenia,Rudolph,San Antonio Spurs,18,37.27,69.95,7.97,6.98,29.61,33.48
Gabriellia,Ramona,Toronto Raptors,20,96.9,83.78,77.41,67.2,34.37,52.79
Valli,Catie,Indiana Pacers,30,35.3,20.49,95.19,50.62,69.55,73
Mathilda,Jaylene,LA Clippers,25,92.39,49.94,67.46,80.73,42.03,2.48
Mahalia,Roumell,Atlanta Hawks,19,89.82,32.44,28.46,90.01,83.99,57.09
Neila,Arvo,Philadelphia 76ers,30,57.87,88.96,82.76,44.57,7.91,41.05
Angelique,Aldric,Philadelphia 76ers,29,2.42,28.87,81.34,81.23,90.63,63
Elena,Buckler,Milwaukee Bucks,18,65.86,24.01,61.85,88.11,98.22,56.29
Bettine,Tamsky,Washington Wizards,26,36.02,58.44,77.93,64.85,34.47,25.33
Ilse,Noelyn,Atlanta Hawks,30,79.78,70.82,43.4,62.87,67.69,89.61
Paola,Jefferey,Charlotte Hornets,20,23.73,26.09,97.59,91.92,47.83,25.64
Tomasina,Timon,Houston Rockets,29,94.01,74.6,84.36,47.18,6.42,15.45
Evita,Howlyn,Miami Heat,23,11.76,51.03,84.82,88.69,28.63,69.95
Natka,Deny,Golden State Warriors,21,10.48,51.81,62.03,96.26,49.12,49.93
Courtnay,Faust,Atlanta Hawks,19,75.35,44.1,56.85,35.65,71.96,2.77
Dianemarie,Durware,Brooklyn Nets,18,18.11,69.25,2.76,1.65,19.78,90.82
Cathyleen,Liebermann,Golden State Warriors,18,37.31,7.22,4.13,76.95,72.97,48.23
Sam,Shama,Orlando Magic,23,43.18,76.2,20.07,92.13,4.62,83.74
Iseabal,Etom,Los Angeles Lakers,23,41.19,92.33,9.02,37.79,12.29,31.99
Tarra,Mehalek,San Antonio Spurs,27,26.28,27.86,25.24,66.85,69.38,63.44
Nollie,Tryck,Dallas Mavericks,18,35.83,75.79,56.4,30.35,30.67,54.64
Hope,Behre,Dallas Mavericks,27,93.55,19.79,20.56,35.35,34.74,41.3
Teddie,Keily,Portland Trail Blazers,26,14.06,11.5,45.51,64.82,4.18,20.05
Tilly,Guthrie,Washington Wizards,27,65.94,99.82,46.01,24.74,52,43.58
Adelle,Lumbard,Miami Heat,29,25.59,87.14,13.23,23.33,75.75,65.24
Cindelyn,Kiyoshi,Los Angeles Lakers,29,93.05,19.85,75.62,5.58,95.57,73.92
Elie,Kendrick,Minnesota Timberwolves,19,74.75,32.46,45.07,96.49,53.69,29.59
Elena,Linehan,Memphis Grizzlies,26,36.5,66.15,12.63,79.31,34.46,93.72
Cassandra,Edmund,Denver Nuggets,26,56.13,49.48,83.8,44.73,64.15,42.33
Lita,Jefferey,Charlotte Hornets,21,35.4,39.8,40.31,27.24,13.64,18.32
Fawne,Albertine,New Orleans Pelicans,20,18.59,21.77,75.57,81.34,46.79,16.55
Lelah,Vastah,Washington Wizards,19,70.18,50.79,15.74,70.08,57.3,79.72
Kore,McCutcheon,Golden State Warriors,18,44.35,39.29,44.68,5.36,45.86,68
Micheline,Berriman,Indiana Pacers,22,8.76,64.05,76.91,98.74,98.17,84.81
Anica,Aldric,Milwaukee Bucks,19,49.64,23.68,78.81,75.2,28.56,54.92
Brynna,Fontana,LA Clippers,28,5.18,39.01,70.59,97.06,8.9,76.94
Cassondra,Bryna,Houston Rockets,28,51.97,60.64,35.43,28.9,96.7,77.8
Bill,Gemini,Orlando Magic,19,90.11,44.55,65.67,14.18,70.77,73.91
Ruthe,Randene,New York Knicks,22,87.16,28.54,71.36,83.59,68.72,19.96
Aurelie,Yerkovich,Toronto Raptors,24,88.92,97.28,64.77,91.26,13.35,70.36
Aeriela,Connelly,Detroit Pistons,24,35.95,83.46,91.57,46,95.81,30.33
Dominga,Kannry,Utah Jazz,18,54.35,7.97,97.14,29.65,68.54,32.85
Justinn,Nahum,Memphis Grizzlies,29,50.94,37.39,47.92,1.74,48.75,5.19
Binny,Lalitta,Detroit Pistons,29,32.59,14.88,59.77,78.87,87.66,91.15
Elsie,Raseda,Chicago Bulls,22,17.42,63.71,54.2,97.01,73.4,61.89
Jinny,Docilla,Brooklyn Nets,28,41.72,54.4,51.24,1.78,22.06,84.15
Valera,Burch,LA Clippers,20,98.15,97.56,60.25,65.38,37.64,79.2
Bernie,Pyle,Utah Jazz,29,33.05,95.25,60.29,4.61,74.87,84.81
Delilah,Raseda,LA Clippers,21,22.6,9.14,35.78,90.81,82.19,45.16
Stevana,Anselmi,Toronto Raptors,21,1.19,23.75,4.1,45.05,55.28,18.05
Max,Shanley,Memphis Grizzlies,27,8.01,12.18,48.94,73.04,42.94,66.71
Ivett,Dash,Miami Heat,19,45.59,30.35,66,82.05,95.36,10.45
Jennica,Felecia,Sacramento Kings,23,44.25,97.76,84.78,96.94,14.3,66.74
Jean,Erich,Philadelphia 76ers,19,1.69,28.8,24.8,15.95,90.07,94.79
Lanna,Madox,Cleveland Cavaliers,24,45.81,42.52,19.49,51.99,81.62,39.28
Dale,Maiah,Utah Jazz,30,16.13,97.32,27.93,3.92,62.61,14.24
Karina,Meli,San Antonio Spurs,23,54.42,71.52,71.69,46.11,1.23,21.74
Inga,Ursulette,Orlando Magic,21,56.28,16.01,57.98,1.81,13.72,77.36
Vonny,Lacombe,Miami Heat,24,61.27,17.83,33.24,37.73,69.49,56.38
Bobbi,Cristi,San Antonio Spurs,22,80.09,77.91,7.63,97.65,90.02,5.95
Consuela,Riordan,Chicago Bulls,30,55.48,94.59,7.21,81.16,36.16,17.74
Elie,Cordi,Atlanta Hawks,28,35.7,2.35,48.88,63.57,62.35,15.62
Emelina,Garlinda,New Orleans Pelicans,18,80.79,22.31,6.18,42.28,12.52,54.78
Arabel,Haldas,Houston Rockets,30,82.33,9.75,16.49,44.73,72.24,5.32
Caryl,Diann,Los Angeles Lakers,25,86.85,37.29,88.54,2.73,58.73,89.64
Clo,Pearse,Sacramento Kings,29,36.26,21.87,30,47.36,51.81,33.92
Nananne,Herrera,Charlotte Hornets,29,66.41,20.08,74.3,7.68,3.78,57.79
Lynde,Morgun,Dallas Mavericks,18,5.91,37.77,26.18,78.15,20.43,55.2
Augustine,Allina,Denver Nuggets,30,45.46,61.91,59.44,55.56,23.74,59.56
Keelia,Idelia,Phoenix Suns,24,7.65,1.56,58.39,94.5,47.02,49.73
Nadine,Parette,Minnesota Timberwolves,24,82.97,95.87,39.34,11.34,31.8,14.75
Inga,Pacorro,Utah Jazz,23,4.84,74.85,24.65,1.78,74.92,69.68
Monika,Bohlin,Chicago Bulls,24,61.31,21.32,93.17,73.57,97.94,71.44
Raquela,Braun,Philadelphia 76ers,30,2.65,53.49,90.6,39.91,35.66,2.4
Averyl,Mintz,Utah Jazz,21,98.49,73.35,88.13,60.43,17.59,26.02
Queenie,Pattin,Atlanta Hawks,18,74.98,80.85,94.87,84.41,3.52,2.19
Beth,Chobot,Oklahoma City Thunder,29,2.26,38.42,95.75,74.6,55.22,58.23
Laurene,Henrie,New York Knicks,28,67.72,74.5,37.39,43.41,4.43,19.26
Cassondra,Buckler,Denver Nuggets,20,1.09,3.18,38.09,44.49,51.34,71.5
Dagmar,Poll,Washington Wizards,27,48.27,85.78,36.07,22.32,82.8,79.6
Tobe,Stephie,Golden State Warriors,30,48.78,10.45,31.64,60.93,27.19,77.99
Quintina,Abbot,Los Angeles Lakers,19,77.69,63.56,8.39,21.79,62.88,9.06
Phylis,Vacuva,New Orleans Pelicans,22,30.3,2.76,70.18,2.72,7.82,65.62
Rosabelle,Poll,Utah Jazz,26,27.83,17.09,54.63,23.98,19.6,34.28
Gloria,Brackely,Minnesota Timberwolves,21,86.53,84.7,19.22,61.28,8.14,58.92
Christian,Saunderson,New Orleans Pelicans,25,23.33,78.32,99.45,43.59,82.3,93.6
Helena,Genna,Dallas Mavericks,25,96.34,84.7,15.47,11.59,85.66,43.78
Linzy,Liva,Detroit Pistons,21,7.93,4.62,49.81,22.54,43.65,93.13
Sophia,Etom,Memphis Grizzlies,22,18.58,69.74,28.99,64.72,24.14,43.87
Adele,Bibi,Utah Jazz,25,86.12,45.85,55.86,5.52,99.43,15.29
Morganica,Tarrant,Indiana Pacers,28,77.06,90.24,50.76,6.55,19.34,74.33
Goldie,Love,Los Angeles Lakers,20,3.53,5.6,40.22,52.76,34.17,65.85
Dorthy,Lacombe,Minnesota Timberwolves,24,13.44,67.93,65.62,2.13,37.47,36.36
Babita,Couture,Houston Rockets,23,4.9,36.1,10.27,56.73,67.86,34.4
Inga,Pelagias,Toronto Raptors,30,88.98,76.99,32.57,63.85,75.3,20.56
Zaria,Borrell,Dallas Mavericks,24,36.34,66.21,77.37,21.89,47.77,79.88
Janenna,Felecia,San Antonio Spurs,23,35.4,79.35,62.73,79.94,94.66,57.26
Nicoli,Maribeth,Philadelphia 76ers,30,86.27,35.73,43.67,18.71,64.78,74.94
Corry,Montgomery,Atlanta Hawks,30,74.74,11.78,90.52,18.43,31.04,71.19
Delilah,Eliathas,Cleveland Cavaliers,29,96.42,65.5,16.23,86.59,49.52,44.03
Rani,Herrera,New York Knicks,26,11.5,4.83,58.78,19.63,66.97,50.22
Annice,Seessel,Phoenix Suns,21,65.1,24.46,37.89,99.73,45.03,27.02
Karena,Lay,Houston Rockets,23,76.45,47.31,10.38,92.23,57.04,6.43
Tersina,Wind,Minnesota Timberwolves,20,89.13,58.85,41.22,87.04,74.57,73.87
Yetty,Flita,Denver Nuggets,24,9.55,11.83,92.33,16.55,79.47,46.63
Dagmar,Tayib,Memphis Grizzlies,20,83.88,74.61,76.77,85.83,2.12,51.21
Luci,Bethany,Golden State Warriors,18,52,53.78,86.42,28.25,16.94,18.19
Kittie,Leonard,Chicago Bulls,27,75.35,98.48,34.6,58.51,87.57,22.45
Bettine,Merriott,Los Angeles Lakers,22,58.44,33.37,25.19,25.84,42.32,85.23
Letizia,Catie,Houston Rockets,30,97.36,96.21,25.55,28.02,84.43,30.39
Kamilah,Wittie,San Antonio Spurs,19,88.57,89.79,59.08,87.92,35.97,57.18
Damaris,Bonilla,Milwaukee Bucks,26,79.23,16.6,64.58,78.53,49.5,34.68
Kamilah,Sisile,Toronto Raptors,22,56.12,65.37,99.23,27.25,88.42,40.43
Katuscha,Yerkovich,Portland Trail Blazers,19,17.15,25.7,95.79,59.31,81.66,44.65
Ira,Ammann,Houston Rockets,30,4.09,16.04,75.66,6.85,33.86,88.95
Nita,Euridice,Miami Heat,20,68.47,54.2,53.08,19.91,38.25,91.98
Catrina,Alrich,Sacramento Kings,23,88.86,61.93,37.48,37.89,30.45,50.2
Nicoli,Poppy,Dallas Mavericks,26,40.16,5.48,8.87,91.85,94.25,61.44
Minne,Briney,Dallas Mavericks,25,83.45,78.98,81.63,40.25,55.06,53.21
Wendi,Halsey,Minnesota Timberwolves,25,72.96,75.65,21.11,24.44,78.2,3.38
Ariela,Nelsen,Milwaukee Bucks,18,56.96,93.2,58.68,21.38,31.23,81.52
Nickie,Letsou,Oklahoma City Thunder,28,23.55,62.73,29.1,44.43,43.56,85.6
Almeta,Jaylene,Indiana Pacers,21,92.1,22.02,89.67,41.74,73.56,82.74
Lorenza,Vary,Phoenix Suns,20,5.07,67.28,84.73,48.9,56.38,15.09
Meghann,Tengdin,Minnesota Timberwolves,27,7.26,91.39,24.98,45.74,57.93,54.3
Gui,Gert,Charlotte Hornets,18,64.48,82.67,29.08,71.52,37.41,49.53
Andeee,Cyrie,Toronto Raptors,24,28.15,92.53,38.73,69.62,43.34,54.2
Rosene,Teddman,Sacramento Kings,20,75.2,17.89,7,25.35,45.57,99.32
Joleen,Edmund,Charlotte Hornets,25,86.88,9.27,83.49,41.05,86.95,43.48
Kirbee,Kristi,Philadelphia 76ers,23,67.81,95.64,29.92,45.2,10.4,94.35
Melodie,Niccolo,Cleveland Cavaliers,30,43.12,75.99,76.88,6.94,36.47,27.58
Linzy,Pond,New Orleans Pelicans,29,83.63,67.45,70.86,58.78,62.6,31.05
Jerry,Stanwood,Portland Trail Blazers,18,52.49,94.36,90.37,15.45,58.79,75.48
Winny,Carri,LA Clippers,22,76.48,6.21,40.3,90.48,40.15,60.14
Joelly,Chaing,Utah Jazz,22,91.14,65.01,23.13,96.47,77.44,14.23
Hyacinthe,Ursulette,Minnesota Timberwolves,26,17.47,76.11,99.58,49.67,37.97,75.83
Kary,Mich,Phoenix Suns,19,76.15,68.58,32.43,12.75,74.22,81.05
Jemie,Si,Golden State Warriors,26,74.65,85.58,38.57,18.39,70.61,5.36
Concettina,Garlinda,Phoenix Suns,25,53.21,37.85,67.75,56.33,1.98,92.74
Konstance,Huggins,Memphis Grizzlies,28,28.64,27.07,54.67,57.58,68.46,37.63
Sidoney,Hurley,Cleveland Cavaliers,20,47.2,97.45,4.89,29.15,25.58,24.69
Margalo,Cullin,Golden State Warriors,27,20.75,98.85,41.44,99.42,23.85,98.18
Delilah,Bultman,Golden State Warriors,23,30.7,41.85,36.75,84.3,94.72,48.32
Felice,Junie,Utah Jazz,24,62.86,87.03,74.24,19.92,82.04,92.32
Tilly,Carmena,Charlotte Hornets,26,1.3,62.66,3.93,74.54,69.3,37.54
Cristabel,Autrey,Miami Heat,20,14.07,90.13,44.98,59.59,81.06,67.1
Karly,Norrie,Philadelphia 76ers,25,56.36,78.91,71.6,14.53,76.34,50.49
Chickie,Shirberg,Portland Trail Blazers,29,95.13,86.39,91.27,24.49,79.02,78.62
Edee,Docilla,Utah Jazz,22,71.86,78.97,13.74,94.95,40.13,94.08
Cassondra,Kaete,Utah Jazz,29,60.64,51.8,57.81,98.61,87.98,22.44
Jolyn,Hedve,Boston Celtics,23,84.57,26.12,66.11,31.1,75.4,77.11
Brooks,Septima,New York Knicks,20,12.1,92.56,79.91,95.76,81.4,60.89
Gui,Woodberry,Denver Nuggets,22,8.41,96.42,38.6,93.22,54.79,44.7
Orelia,Lanita,Charlotte Hornets,24,5.38,81.18,7.38,1,34.34,78.83
Renae,Jacinda,Indiana Pacers,24,43.23,49.69,97.09,44.9,71.65,26.44
Dania,Earlie,Memphis Grizzlies,25,34.11,20.24,69.16,93.2,99.44,69.49
Sam,Clara,Sacramento Kings,24,21.24,77.72,18.56,58.51,95.49,5.48
Elvira,Beebe,Toronto Raptors,23,83.29,11.57,63.9,55.13,80.59,3.77
Cindelyn,Bronk,Philadelphia 76ers,27,55.65,91.99,15.03,89.11,98.27,54.76
Viviene,Graig,Denver Nuggets,18,82.09,92.49,50.32,69.42,27.64,33.95
Winny,Ammann,New York Knicks,22,83.46,34.15,92.84,31.72,99.37,75.02
Carmela,Kunin,Memphis Grizzlies,28,97.47,18.97,48.84,4.89,88.72,20.43
Cristabel,Denis,Golden State Warriors,23,78.17,3.35,96.7,27.12,15.7,29.39
Regina,Tillford,Toronto Raptors,27,78.88,42.11,88.52,99.62,93.58,67.43
Gavrielle,Sammons,Denver Nuggets,28,57.33,77.08,75.18,83.89,35.85,74.72
Augustine,Borrell,Oklahoma City Thunder,26,95.57,31.15,14.22,22.37,42.78,65.24
Nollie,Marisa,Toronto Raptors,26,33.07,95.75,22.68,4.15,46.83,32.66
Berget,Freddi,Detroit Pistons,27,37.97,98.59,5.29,70.37,43.15,91.03
Belinda,Nahum,Atlanta Hawks,21,62.78,29.96,22.28,78.16,39.78,14.01
Rhea,Ammann,Dallas Mavericks,25,39.97,78.46,97.89,3.79,7.81,56.25
Sashenka,Suk,Utah Jazz,25,79.01,9.13,66.22,62.67,8.88,86.75
Katuscha,Orlene,Cleveland Cavaliers,25,61.96,58.18,48.21,56.62,9.18,52.85
Yvonne,Marsden,Brooklyn Nets,22,61.25,17.89,98.38,50.21,89.22,38.1
Cyb,Germann,Utah Jazz,26,92.6,39.86,86.71,21.18,88.96,5.34
Lenna,Ardra,Brooklyn Nets,20,42.09,45.07,80.44,1.42,31.42,63.31
Amalie,Dorcy,Toronto Raptors,21,5.25,55.28,90.79,26.2,40.99,48.71
Cristabel,Hathaway,Golden State Warriors,20,43.04,37.29,33.19,62.51,90.75,76.61
Kittie,Phi,Denver Nuggets,26,3.16,99.24,85.37,10.79,99.09,34.81
Ellette,Malanie,Houston Rockets,21,49.9,86.35,65.2,49.98,26.18,85.63
Starla,Zola,Toronto Raptors,21,98.82,92.95,83.19,39.66,47.14,24.52
Katleen,Gilbertson,Sacramento Kings,21,11.12,78.05,32.35,59.63,12.88,76.6
Ebonee,Rosemary,Washington Wizards,28,25.77,1.4,13.31,48.51,17.44,36.69
Donetta,Ball,Cleveland Cavaliers,30,46.91,10.73,76.22,96.29,29.96,41.51
Ariela,Nickola,Atlanta Hawks,18,54.88,93.6,7.28,81.24,13.35,32.68
Charissa,Goode,New Orleans Pelicans,19,94.15,58.05,49.69,20.05,50.56,7.08
Carly,Rooney,Phoenix Suns,23,43.77,15.17,52.14,99.82,64.49,99.96
Belinda,Stefa,Milwaukee Bucks,23,72.77,8.74,48.73,13.47,91.24,68.19
Cassondra,Gibbeon,Utah Jazz,26,5.86,48.75,70.42,97.36,93.31,21.65
Ardenia,Etom,Detroit Pistons,25,64.32,73.6,84.87,5.29,54.76,41.64
Gui,Kathie,Oklahoma City Thunder,19,21.31,32.23,29.89,84.46,1.35,85.33
Gavrielle,Lorenz,Houston Rockets,29,45.69,72.42,57.77,63.19,82.51,49.5
Jacenta,Greenwald,Houston Rockets,28,4.56,13.31,10.96,68.52,77.32,77.83
Elmira,Bethany,Minnesota Timberwolves,28,13.54,75.77,44.83,77.88,59.25,54.7
Almeta,Kosey,Denver Nuggets,19,61.27,68.4,14.77,94.44,47.29,81.31
Sophia,Cherianne,San Antonio Spurs,26,38.68,37.28,13.59,75.03,89.34,12.96
Joeann,Tamsky,Toronto Raptors,23,54.51,4.88,11.1,9.44,40.7,81.08
Priscilla,Wind,Phoenix Suns,18,69.38,51.1,50.48,42.14,69.04,64.71
Tiffie,Santoro,Cleveland Cavaliers,26,27.54,81.82,37.86,65.45,37.4,58.02
Aurore,Barrus,Portland Trail Blazers,28,24.45,80.05,75.9,8.12,55.3,81.5
Nelle,Bevin,LA Clippers,25,17.04,21.18,79.44,21.72,51.86,98.18
Correy,Ulphia,Cleveland Cavaliers,25,55.99,72.82,38.43,98.02,87.82,58.48
Sheree,Pitt,Brooklyn Nets,25,83.61,78.99,45.16,87.76,84.53,90.23
Amara,Estella,Minnesota Timberwolves,18,74,31.59,54.75,51.64,58.26,19.92
Chastity,Jehu,Miami Heat,28,49.54,5.99,79.15,66.14,18,52.86
Fawne,Riordan,Atlanta Hawks,21,25.29,24.14,49.07,1.42,37,34.42
Jere,Bonilla,LA Clippers,30,47.49,31.38,30.58,83.02,88.8,64.68
Queenie,Jammal,Chicago Bulls,21,64.19,51.33,24.19,41.43,81.86,26.62
Cyb,Pernick,Phoenix Suns,23,9.32,57.17,42.38,19.27,34.67,14.97
Dede,Joachim,Orlando Magic,20,86.03,41.9,65.69,38.86,61.14,15.62
Larine,Slifka,New York Knicks,24,87.03,89.81,75.84,87.89,37.73,32.44
Rosene,Ruvolo,Philadelphia 76ers,23,94.5,94.77,2.1,76.64,60.07,17.75
Cherrita,Ailyn,,21,42.44,54.18,31.48,21.05,69.67,72.45
Nelle,Rugen,Phoenix Suns,26,20.37,25.43,76.11,49.79,46.7,43.67
Britni,Emmy,LA Clippers,27,66.33,8.42,95.96,45.89,69.3,66.06
Tami,Hermes,Phoenix Suns,24,62.12,59.56,10.45,50.78,11.15,25.2
Jorry,Slifka,Dallas Mavericks,18,2.62,86.28,18.85,44.85,13.74,30.76
Melanie,Ax,Chicago Bulls,21,60.28,62.07,80.96,33.96,8.81,19.17
Corly,Kaja,Toronto Raptors,28,99.83,47.36,72.5,42.06,2.7,35.98
Dominga,Fabiola,Chicago Bulls,24,8.46,29.7,54.73,65.35,16,67.73
Mara,Danby,Charlotte Hornets,26,2.71,38.01,41.96,74.73,74.57,4.65
Sallie,Israeli,Portland Trail Blazers,23,19.61,14.48,31.26,26.82,27.16,26.68
Amii,Leifeste,Chicago Bulls,30,87.53,40.67,89.66,47.37,48.23,54.49
Chrystel,Harned,New Orleans Pelicans,21,74.52,60,21.03,20.51,34.38,58.37
Lilith,Poppy,Washington Wizards,19,72.71,91.33,59.42,17.52,38.17,7.17
Barbi,Oneida,Denver Nuggets,21,39.79,18.41,28.16,96.79,68.29,25.39
Gratia,Infield,,21,67.04,45.86,65.02,41.16,14.67,77.57
Brandise,Aldric,Houston Rockets,23,95.23,78.02,64.41,73.79,85.64,23.95
Nanete,Eben,Golden State Warriors,25,77.38,48.39,12.59,58.53,81.14,52.37
Chandra,Loring,Portland Trail Blazers,24,43.04,85.85,40.32,99.8,13.84,56.19
Tani,Koehler,Sacramento Kings,24,45.76,10.8,76.14,54.97,97.64,19.76
Merci,Hortensia,Memphis Grizzlies,20,81.84,4.17,62.83,94.98,94.6,96.81
Paule,Cleavland,Detroit Pistons,25,52.92,47.34,5.85,39.79,74,54.56
Sashenka,Bakerman,Sacramento Kings,20,88.75,76.34,79.54,46.19,90.97,48.04
Mellicent,Couture,,21,98.95,2.99,76.56,16.17,82.34,57.72
Myrtice,Lory,Milwaukee Bucks,18,97.78,68.48,29.56,67.27,56.71,73.69
Elmira,Blase,Milwaukee Bucks,25,79.48,99.2,67.14,4.77,40.25,71.1
Corene,Sholley,Houston Rockets,28,6.85,14.6,90.82,67.66,54.25,47.32
Talya,Ledah,Portland Trail Blazers,18,13.77,24.91,70.83,24.48,95.23,93.46
Berget,Carmena,Utah Jazz,23,87.29,6.51,70.73,83.66,55.84,24.81
Myrtice,Edvard,Toronto Raptors,22,33.49,4.21,98.59,70.34,39.63,1.76
Ofilia,Urias,New Orleans Pelicans,29,20.21,55.6,73.18,72.78,97.38,60.66
Belva,Louanna,Indiana Pacers,29,32.63,24.55,55.98,49.19,11.91,24.56
Anica,Bollay,Phoenix Suns,23,6.03,71.56,53.7,74.72,24.52,27.2
Sherrie,Reneta,Atlanta Hawks,30,62.63,6.58,4.1,10.88,70.39,91.9
Dede,Weinreb,Washington Wizards,28,26.58,36.3,89.37,4.89,29.44,63.77
Hope,Schroth,Indiana Pacers,24,44.7,94.82,86.76,37.21,18.46,18.24
Viviene,Chapland,Minnesota Timberwolves,19,21.62,27.57,15.15,99.08,56.73,11.76
Sheree,Reidar,Dallas Mavericks,18,17.98,70.03,24.13,97.35,4.41,23.29
Joeann,Taima,Cleveland Cavaliers,23,30,35.65,80.21,72.96,88.28,90.44
Jere,Travax,Utah Jazz,24,40.94,69.51,55.49,84.15,23.54,11.24
Netty,Alva,Toronto Raptors,29,75.99,30.19,49.81,4.96,35.07,78.13
Teddie,Alrich,Philadelphia 76ers,20,15.92,48.6,7.65,36.13,90.86,13.36
