firstname,lastname,team,age,trueShooting,usage,assist,rebound,defensive,blocks
Meriel,Whittaker,Los Angeles Lakers,29,50.11,11.51,32.43,34.79,11.31,93.86
Sarette,Markman,San Antonio Spurs,29,82.68,19.05,4.29,41.4,96.9,9.3
Averyl,Maxi,Minnesota Timberwolves,19,67.31,69.01,59.32,24.62,70.45,10.43
Kirstin,Ranjiv,Chicago Bulls,25,75.66,9.45,57.3,47.95,20.86,5.95
Ekaterina,Dalli,Oklahoma City Thunder,26,43.67,42.1,64.68,88.67,29.15,42.8
Modestia,Haerr,Utah Jazz,26,63.85,47.78,51.8,58.47,90.22,62.25
Starla,Casimir,Dallas Mavericks,30,54.39,85.75,7.16,22.89,98.2,5.66
Adore,Gherardo,Golden State Warriors,26,6.33,72.98,37.75,55.22,37.7,43.35
Dorothy,Center,LA Clippers,18,83.9,72.48,78.35,34.58,97.2,13.55
Jolyn,Leopold,Philadelphia 76ers,19,96.53,79.4,49.75,13.59,10.9,95.36
Millie,Celestine,Minnesota Timberwolves,28,80.64,35.29,93,51.94,19.74,8.17
Kristan,Flyn,Houston Rockets,23,34.56,21.26,56.77,14.02,62.79,21.63
Sibella,Ummersen,San Antonio Spurs,30,24.15,15.15,37.25,35.51,23.92,65.21
Celisse,Terrence,Miami Heat,22,36.33,17.83,60.27,88.56,94.62,97
Carmela,Irmine,Phoenix Suns,23,98.15,11.79,39.75,42.52,65.72,12.76
Allis,Dannye,San Antonio Spurs,18,61.58,2.43,78.9,6.86,54.18,20.12
Gretal,Haymes,Orlando Magic,30,48.66,2.76,7.07,72.01,25.51,86.92
Merry,Buffum,Milwaukee Bucks,20,69.17,13.98,15.05,14.03,49.22,38.82
Ardys,Gilmour,Houston Rockets,30,96.21,50.97,55.11,79.35,29.56,84.16
Arlina,Lesley,Oklahoma City Thunder,23,55.54,19.32,13.42,66.51,83.51,66.1
Tracey,Olnee,Dallas Mavericks,22,69.04,62.33,14.33,31.52,38.16,63.89
Madeleine,Trace,Phoenix Suns,27,99.26,46.27,65.21,77.26,8.94,92.72
Kaia,Ortrude,Charlotte Hornets,27,76.29,82.24,21.48,45.04,62.43,53.45
Jaclyn,Ader,San Antonio Spurs,24,94.24,98.13,59.71,2.55,20.4,18.78
Arlena,Afton,Memphis Grizzlies,23,78,82.68,42.08,59.53,98.17,43.79
Kellen,Raychel,Houston Rockets,26,2.89,25.6,14.4,67.48,99.41,74.56
Nanete,Janith,Brooklyn Nets,21,54.45,96.7,89.39,20.46,79.99,94.07
Jemie,Clie,Denver Nuggets,29,59.14,53.01,77.55,83.72,35.99,86.04
Lolita,Abbot,Washington Wizards,21,64.05,79.69,69.01,47.41,31.96,65.32
Mady,Lewes,Sacramento Kings,21,61.71,55.37,12.08,30.41,54.24,86.19
Madeleine,Elisha,Atlanta Hawks,24,53.04,13.81,76.68,25.25,60.42,11.33
Sharai,Millda,Chicago Bulls,26,65.52,98.29,22.71,51.68,83.21,98.66
Aryn,Brieta,Houston Rockets,18,70.23,78.54,10.28,34.22,65.15,71.6
Estell,Wilona,Washington Wizards,22,54.28,29.83,7.74,59.1,13.93,3.19
Flo,Barbey,LA Clippers,18,38.92,79.67,57.45,70.34,25.36,56.39
Jenda,Koziara,Memphis Grizzlies,18,42.16,30.93,50.01,4.79,64.86,99.41
Pollyanna,Emerson,Atlanta Hawks,23,44.93,17.77,39.81,54.66,91.14,41.16
Kaja,Stuart,New Orleans Pelicans,30,24.08,13.19,3.54,5.32,27.45,61.34
Beatriz,Kussell,LA Clippers,19,67.1,13.78,34.64,37.69,16.96,3.79
Shauna,Nedrud,Toronto Raptors,21,77.24,8.58,71.94,86.1,90.77,86.18
Christian,Dyche,LA Clippers,21,20.87,63.03,56.41,61.5,27.59,63.52
Ethel,Mallon,Portland Trail Blazers,26,19.7,9.7,29.72,8.11,33.94,32.75
Briney,Selway,Phoenix Suns,21,34.96,29.86,70.29,87.58,79.29,89.67
Katuscha,Chesna,Washington Wizards,20,15.34,89.49,69.71,22.88,58.89,14.5
Lorenza,Lay,Atlanta Hawks,29,11.45,46.52,46,56.4,80.88,42.78
Ulrike,Ax,New York Knicks,25,21.11,43.77,99.71,81.82,68.9,24.6
Consuela,Earlie,Minnesota Timberwolves,18,61.71,55.72,75.64,86.66,68.89,38.49
Briney,Etom,Boston Celtics,21,60.98,61.46,93.59,91.42,59.13,12.43
Maud,My,Chicago Bulls,22,67.63,96.73,59.5,37.42,24.43,39.21
Jenilee,Merat,Toronto Raptors,29,58.11,79.4,33.93,2.47,1.62,71
Dyann,Ruvolo,Chicago Bulls,23,71.63,9.4,50.91,29.27,59.14,34.45
Evaleen,Emmy,Oklahoma City Thunder,23,86.99,50.66,48.39,22.45,7.8,46.87
Mallory,Narton,Orlando Magic,26,61.9,53.51,6.24,91.23,27.85,96.99
Ayn,Dielu,Utah Jazz,29,3.71,77.22,56.17,73.58,47.71,77.54
Christy,Moseley,New York Knicks,30,87.25,59.08,17.21,64.44,89.96,93.18
Ana,Syd,New York Knicks,24,13.38,3.05,7.1,92.41,35.62,58.39
Atlanta,Meli,New Orleans Pelicans,27,34.95,18.48,3.67,54.84,63.97,8.83
Alyssa,Zrike,Toronto Raptors,29,46.09,6.18,58.48,50.38,32.28,73.14
Dale,Pascia,Toronto Raptors,27,91.55,53.5,46.3,20.25,2.73,38.67
Trixi,Tamar,New Orleans Pelicans,28,60.89,66.31,60.93,55.66,50.41,2.54
Kylynn,Atonsah,Sacramento Kings,23,33.42,12.47,50.82,42.41,38.68,88.14
Mamie,Shields,Miami Heat,18,97.69,26.85,40.18,34.19,11.11,42.49
Ricky,Wiener,Atlanta Hawks,26,94.6,3.87,40.49,6.58,55.91,16.42
Kial,Belanger,San Antonio Spurs,20,45.27,87.11,85.44,69.32,82.31,28.9
Mignon,Evvie,New Orleans Pelicans,24,95.51,39.83,96.46,32.79,95.75,83.04
Cathie,Grosz,Orlando Magic,18,28.68,20.33,25.92,63.77,61.18,20.46
Joceline,Gwenore,Phoenix Suns,26,19.8,37.66,60.28,64.64,25.33,67.64
Ezmeralda,Mendez,Miami Heat,25,91.26,96.84,47.84,22.19,98.8,96.23
Frances,Engdahl,Charlotte Hornets,22,40.91,40.95,24.71,69.91,21.89,22.89
Carmela,Kylander,Charlotte Hornets,19,24.2,24.8,93.16,26.37,20.25,60.08
Millie,Sigfrid,Minnesota Timberwolves,27,88.29,89.71,39.76,29.14,30.76,49.64
Rochette,Dichy,Brooklyn Nets,27,50.76,10.84,66.66,40.06,93.02,38.88
Lexine,Beebe,Houston Rockets,24,49.61,60.38,74.34,32.24,7.96,2.57
Daune,Rosette,Indiana Pacers,22,64.09,30.14,83.82,97.1,89.57,23.98
Lizzie,Macey,Chicago Bulls,20,7.34,88.07,32.14,7.42,53.8,42.42
Maurene,Crudden,Washington Wizards,25,68.77,23.62,42.57,67.84,28.06,10.98
Ellette,Rocray,Miami Heat,27,37.23,79.62,73.8,93.23,55.91,15.66
Phylis,Roumell,Miami Heat,30,56.85,16.34,50.3,49.3,56.74,69.72
Florencia,Solitta,Washington Wizards,19,56.7,72.29,43.1,40.4,75.32,88.9
Jaclyn,Cath,Golden State Warriors,28,62.62,41.7,61.78,67.86,40.79,39.44
Millie,Sallyann,New Orleans Pelicans,22,28.54,28.86,30.42,65.72,19.17,50.97
Marcy,Rossner,Memphis Grizzlies,30,9.3,89.73,17.33,36.6,8.43,69.96
Theodora,Macey,Golden State Warriors,25,5.24,53.39,55.19,72.71,58.56,71.59
Camile,Brian,New York Knicks,24,89.67,46.49,10.79,13.97,69.17,16.12
Larine,Erb,Golden State Warriors,29,63.18,19.39,53.99,1.68,4.24,89.26
Laurene,Schalles,New York Knicks,26,38.87,19.07,23.44,76,20.8,7.7
Marjie,Codding,Minnesota Timberwolves,26,58.52,7.68,28.91,7.01,70.37,49.89
Evita,Daveta,Los Angeles Lakers,28,30.56,45.85,19.02,92.85,85.06,92.3
Livvyy,Primalia,Charlotte Hornets,18,19.26,47.35,39.84,30.68,97.84,19.59
Mara,Norrie,Houston Rockets,20,31.9,63.65,77.75,77.06,95.93,46.47
Wanda,Kolnick,,24,18.33,31.45,26.16,34.86,34.22,18.8
Tatiania,Rozanna,Houston Rockets,18,36.87,45.42,68.06,43.54,15.01,40.78
Lulita,Elsinore,Chicago Bulls,28,68.71,24.03,69.52,57.88,57.93,84.39
Elka,McNully,Oklahoma City Thunder,25,77.6,93.05,45.14,53.73,26.67,33.97
Ellette,Pandolfi,Oklahoma City Thunder,29,75.33,3.49,64.29,50.05,53.34,90.36
Starla,Cressida,Washington Wizards,27,44.86,30.29,98.66,20.44,3.14,85.18
Veda,Phi,San Antonio Spurs,30,5.99,26.92,12.29,10.97,73.49,87.41
Ottilie,Faso,Oklahoma City Thunder,24,56.2,64.94,50.49,33.8,46.31,95.72
Merci,Lindemann,Minnesota Timberwolves,26,2.62,13.29,15.36,54.48,16.47,98.48
Danny,Naashom,LA Clippers,28,69.29,98.03,8.92,83.58,88.13,97.48
Donnie,Rooney,Phoenix Suns,28,18.16,41.84,36.28,18.35,47,10.69
Micheline,Bettine,Dallas Mavericks,25,15.08,79.82,25.38,34.35,98.75,29.77
Penelopa,Morrill,,30,12.44,36.45,5.06,96.22,66.16,43.5
Micheline,Croix,Portland Trail Blazers,28,16.44,40.43,75.32,56.23,30.33,35.04
Bertine,Adore,Atlanta Hawks,18,6.46,64.45,3.65,49.46,91.86,48.6
Sue,Isidore,Brooklyn Nets,19,23.5,4.1,15.43,60.31,45.46,81.12
Laure,Verger,Milwaukee Bucks,27,55.94,50.55,4.61,49.68,42,93.15
Allyce,Waite,Atlanta Hawks,22,85.89,5.27,68.86,4.01,8.81,35.64
Frieda,Fabiola,Detroit Pistons,19,33.32,44.38,27.76,12.65,89.99,54.35
Jemie,Si,Utah Jazz,28,92.32,62.95,77.33,37.98,79.82,87.12
Talya,Lasley,Chicago Bulls,25,47.66,80.84,34.79,41.46,13.91,50.89
Shaine,Izaak,Phoenix Suns,24,40.46,31.55,67.94,20.38,35.73,88.29
Elena,Anyah,Utah Jazz,22,95.02,2.2,99.61,43.93,12.96,74.4
Claudina,Lane,Oklahoma City Thunder,30,25.14,62.57,72.58,35.77,97.98,45.5
Mary,Bobbee,Denver Nuggets,30,70.05,55.23,41.65,93.22,31.24,79.33
Cathie,Rooney,Toronto Raptors,30,60.84,85.28,29.16,23.96,52.29,30.36
Bettine,Arley,Boston Celtics,29,96.17,40.03,79.42,59.76,9.22,50.07
Bobinette,Bigner,Sacramento Kings,21,51.33,54.55,44.48,84.6,63.66,6.54
Melodie,Woodberry,Golden State Warriors,19,33.35,57.07,55.29,33.28,59.85,50.09
Jsandye,Goddard,Denver Nuggets,24,26.95,6.77,40.76,49.77,72.24,6.88
Fanchon,Esmaria,Philadelphia 76ers,26,44.02,31.63,14.24,77.4,19.4,79.74
Annaliese,Joseph,Memphis Grizzlies,23,6.97,13.58,72.58,20.3,53.03,28.22
Hollie,Leffen,Cleveland Cavaliers,18,82.42,62.68,90.56,54.16,23.46,51.4
Agnese,Wilkinson,Sacramento Kings,20,39.37,4.62,51.92,53.81,35.97,97.36
Aurore,Artie,Portland Trail Blazers,25,99.3,54.75,72.37,98.52,62.12,83.08
Feliza,Cleavland,Memphis Grizzlies,24,29.78,74.11,18.63,13.74,71.82,12.85
Nita,Zola,Oklahoma City Thunder,28,35.09,95.74,76.46,24.27,44.04,61.2
Miquela,Viddah,New York Knicks,29,9.87,37.62,69.54,43.71,85.81,79.29
Karlee,Hessler,Milwaukee Bucks,21,85.26,75.64,12.56,94.7,57.59,31.43
Rivalee,Sikorski,Los Angeles Lakers,30,92.59,40.93,61.18,96.42,59.64,73.08
Agnese,Gualtiero,Chicago Bulls,25,56.35,48.62,20.18,69.75,48.53,30.25
Viviene,Eliathas,Atlanta Hawks,26,33.24,24.1,15.76,96.84,62.8,77.15
Marcy,Kenwood,Portland Trail Blazers,28,68.54,27.66,78.87,21.9,79.77,93.16
Angela,Japeth,Milwaukee Bucks,23,38.97,94.08,77.73,26.35,20.53,9.21
Romona,Evangelia,San Antonio Spurs,24,97.99,94.44,90.95,22.07,93.11,22.11
Taffy,Ruvolo,Cleveland Cavaliers,22,11.53,31.59,23.6,93.57,77.41,16.17
Margalo,Brenn,Atlanta Hawks,29,64.4,61.21,8.82,7.78,67.79,30.26
Fina,Santoro,Philadelphia 76ers,30,34.1,25.98,38.57,29.26,46.1,11
Glenda,Campball,Washington Wizards,20,45.72,34.18,25.62,29.34,32.57,8.47
Therine,Wind,Orlando Magic,22,17.19,70.54,46.62,86.96,79.03,43.67
Dione,Ries,Chicago Bulls,29,76.21,12.41,45.4,67.43,10.91,29.85
Jemie,Destinee,Utah Jazz,27,32.07,97.71,64.29,34.8,90.88,16.73
Mariele,McClimans,Phoenix Suns,18,77.97,50.32,39.98,90.44,25.13,26.9
Tamqrah,Darbie,Chicago Bulls,20,88.05,76.77,19.27,20.4,77.15,15.54
Althea,Rheingold,Charlotte Hornets,29,18.45,17.76,91.57,72.05,7.12,53.03
Cordi,Peonir,Minnesota Timberwolves,19,9.07,31.74,78.08,73.25,41.14,89.79
Oralee,Goode,Portland Trail Blazers,26,76.35,30.09,64.44,11.8,71.06,61.16
Lorenza,Blase,Phoenix Suns,24,24.15,37.27,29.85,33.37,68.65,65.33
Jsandye,Obed,Sacramento Kings,30,46.05,13.77,95.74,92.73,50.31,12.28
Britni,Amasa,Chicago Bulls,27,52.79,20.99,57.55,34,62.96,70.55
Jolyn,Mathilde,Sacramento Kings,23,83.84,44.86,9.6,2.83,42.06,90.32
Celene,Tarrant,Toronto Raptors,22,59.76,96.09,75.13,4.11,35.15,32.56
Dyann,Naor,Washington Wizards,26,35.15,37.23,37.34,45.78,37.01,45.37
Sadie,Chrystel,Sacramento Kings,21,60.34,57.4,66.78,45.29,27.91,58.47
Almeta,Engdahl,Oklahoma City Thunder,26,46.44,68.27,94.67,10.8,50.49,5.88
Rosene,Adrienne,Indiana Pacers,27,38.1,4.21,76.52,31.7,79.44,33.45
Dianemarie,Yerkovich,Milwaukee Bucks,27,11.24,39.53,54.78,92.04,22.77,60.15
Isa,Virgin,Charlotte Hornets,19,44.69,45.37,29.93,32.34,46.43,35.05
Melodie,Rossner,Utah Jazz,21,87.27,88.93,76.04,29.05,43.56,28
Valeda,Ellord,Orlando Magic,29,17.02,96.94,74.94,80.26,97.49,95.4
Alie,Truc,Detroit Pistons,21,67.32,54.27,76.31,44.37,45.43,8.05
Lily,Bronk,Indiana Pacers,27,24.9,77.57,50.29,69.94,10.86,56.24
Ulrike,Yorick,Sacramento Kings,21,51.97,13.59,95.83,33.88,37.35,6.85
Julieta,Douglass,Dallas Mavericks,21,63.45,34.09,48.78,40.72,52.52,60.05
Dotty,Schwejda,New York Knicks,30,92.12,27.59,94.61,37.82,70.52,43.49
Selia,Erb,Denver Nuggets,29,59.88,70.17,88.51,25.83,31.38,34.11
Molli,Zitvaa,Brooklyn Nets,30,50.58,73.78,88.98,71.38,28.63,72.68
Angela,Joachim,Milwaukee Bucks,23,20.12,42.72,68.48,29.26,37.57,30.96
Kary,Joeann,Milwaukee Bucks,26,45.48,37.27,57.13,37.82,31.08,96.1
Kamilah,Atcliffe,Oklahoma City Thunder,24,17.6,17.02,35.58,75.18,33.95,30.84
Nelle,Yuille,Houston Rockets,28,56.49,53.9,11.52,48.65,46.75,7.49
Flo,Trey,Brooklyn Nets,19,65.42,37.11,27.69,68.63,14.28,68.84
Sheelagh,Morgun,Sacramento Kings,25,74.87,2.17,31.09,37.77,43.52,56.28
Dorothy,Jerald,Washington Wizards,29,55.46,70.02,12.59,34.17,25.09,44.38
Maridel,Markman,Memphis Grizzlies,20,3.03,62.54,65.84,29.54,61.79,36.34
Ursulina,Joachim,Portland Trail Blazers,25,13.81,47.92,24.79,34.73,30.22,54.82
Gwenneth,Sparhawk,Los Angeles Lakers,29,46.59,39.78,47.48,26.41,73.51,54.95
Corina,Demitria,Memphis Grizzlies,22,91.51,7.66,78.43,18.55,7.05,74.25
Barbi,Japeth,Philadelphia 76ers,24,93.87,57.23,36.55,19.75,1.12,4.09
Leanna,Yate,Minnesota Timberwolves,30,35.04,36.3,65.04,36.64,57.53,48.97
Tilly,Stoller,Indiana Pacers,22,61.91,31.6,88.52,60.45,4.35,69.56
Meriel,Frendel,Dallas Mavericks,30,41.48,17.03,21.62,88.58,22.01,84.28
Mariele,Drus,Utah Jazz,26,60.02,44.61,9.91,48.75,44,27.83
Penelopa,Han,Memphis Grizzlies,26,69.29,53.03,89.42,6,4.6,71.71
Selia,Saint,Detroit Pistons,29,94.29,47.49,56.54,50.83,69.82,31.97
Linet,Truc,Atlanta Hawks,20,19.07,7.99,28.98,48.98,54.08,48.92
Caryl,Kinnard,Golden State Warriors,19,18.81,11.95,46.58,15.24,82.29,99.07
Mary,Jammal,Dallas Mavericks,20,9.98,37.93,9.83,21.17,77.72,36.76
Cissiee,Neva,Houston Rockets,21,38.43,74.1,13.59,79.55,33.23,46.01
Mathilda,Mata,Dallas Mavericks,28,95.7,22.37,48.71,41.76,29.16,63.5
Elyssa,Henrie,Orlando Magic,21,24.47,38.89,86.22,56.29,89.79,99.23
Heida,Lanita,Toronto Raptors,25,23.36,62.7,36.08,22.18,89.26,58.35
Lucy,Paine,Washington Wizards,18,85.47,88.04,67.89,64.86,23.35,48.87
Krystle,Jary,Los Angeles Lakers,24,35.11,7.48,73.16,91.22,34.26,80.62
Emelina,Janith,Toronto Raptors,29,79.56,55.42,33.49,9.49,28.39,47.25
Britni,Schalles,Atlanta Hawks,21,80.6,95.87,90.05,45.03,82.47,5.63
Verla,Carmena,Toronto Raptors,23,70.51,20.59,17.14,27.19,53.45,37.64
Elbertina,Wattenberg,New York Knicks,24,49.87,37.33,95.76,96.67,60.78,35.77
Winifred,Nadia,Los Angeles Lakers,29,41.84,29.43,52.1,90.54,1.67,36.25
Henriette,Schroth,Cleveland Cavaliers,22,2.43,6.49,51.66,24.24,73.92,18.19
Doro,Vale,Orlando Magic,21,77.49,74.29,6.08,70.95,60.38,70.28
Clo,Bartlett,Oklahoma City Thunder,19,39.12,52.9,80.46,53.33,23.98,97.41
Cecile,Brittani,Denver Nuggets,22,42.74,61.32,41.59,53.59,7.49,81.51
Fanny,Lewes,Phoenix Suns,20,5.67,15.55,17.5,65.47,73.69,67.61
Leontine,Emanuel,LA Clippers,22,65.17,68.25,19.14,41.49,13.6,57.66
Fidelia,Dom,Miami Heat,26,86.28,84.1,84.31,93.91,84.98,64.85
Ana,Sherfield,Phoenix Suns,19,88.16,15.67,68.63,11.63,60.87,91.19
Joelly,Tice,Portland Trail Blazers,20,35.78,19.9,7.48,31.61,24.97,72.89
Leona,Medrek,Memphis Grizzlies,18,80.96,33.43,60.69,91.43,31.25,18.95
Sonni,Liva,Toronto Raptors,27,2.56,89.65,84.14,4.92,22.73,3.93
Belinda,Colbert,San Antonio Spurs,21,34.7,44.66,22.71,16.64,42.9,65.78
Darci,Gillan,San Antonio Spurs,29,19.14,30.15,28.47,5.15,32.9,29.24
Ronna,Minetta,Miami Heat,24,52.55,60.22,29.82,13.63,27.36,34.48
Corly,Cadmar,Cleveland Cavaliers,29,9.03,4.68,67.12,41.89,44.9,62.77
Annice,Sinegold,Minnesota Timberwolves,20,23.07,53.18,98.19,10.54,36.4,44.29
Nikki,Lasley,New Orleans Pelicans,28,52.81,10.65,48.99,82.18,74.54,4.34
Philis,Khorma,Indiana Pacers,20,29.31,57.41,89.74,98,72.7,78.71
Nyssa,Jacinda,Philadelphia 76ers,30,1.03,74.72,50.38,53.77,64.21,47.24
Maud,Rheingold,Washington Wizards,28,91.68,72.9,58.49,43.44,33.61,34.79
Rhea,Alice,New York Knicks,21,78.03,49.78,13.47,47.49,40.57,60.78
Vita,Tillford,Denver Nuggets,25,8.11,61.03,23.25,12.42,11.44,6.9
Raina,Stelle,Indiana Pacers,26,36.59,46.78,35.51,6.79,51.25,28.24
Damaris,Dyche,Memphis Grizzlies,22,51.45,17.22,3.85,93.57,99.68,2.98
Lacie,Arley,Brooklyn Nets,27,14.75,86.27,2.43,69.39,20.42,63.7
Louella,Andrel,Detroit Pistons,29,58.25,45.78,63.3,27.23,25.26,14.5
Jillayne,Zeeba,Cleveland Cavaliers,27,25.14,75.62,34.64,83.97,50.63,45.45
Viviene,Gwenore,New Orleans Pelicans,25,44.54,71.3,46.6,94.84,86.89,22.85
Ronna,Radu,Oklahoma City Thunder,18,86.9,81.7,22.91,34.69,4.29,2.15
Stacey,Greenwald,Utah Jazz,21,52.94,10.48,99.91,20.45,95.66,12.19
Dede,Bashemeth,Milwaukee Bucks,24,60.81,13.02,48.79,22.81,38.56,64.95
Brietta,Mendez,Washington Wizards,23,44.42,8.44,49.35,78.35,46.24,40.8
Leanna,Tatianas,Oklahoma City Thunder,29,75.73,73.61,50.81,65.03,61.69,94.77
Vita,Crudden,Dallas Mavericks,30,15.81,91.57,26.03,85.16,61.75,15.32
Hildegaard,Gert,Orlando Magic,26,17.43,56.23,3.67,39.11,68.01,6.59
Estell,August,New York Knicks,27,77.56,11.27,66.81,63.75,22.78,86.01
Carmela,Sperling,Denver Nuggets,27,13.45,67.09,9.41,64.5,29.45,34.64
Anthia,Ellord,Portland Trail Blazers,26,66.82,57.34,96.27,6.71,14.7,78.39
Trixi,Rona,Philadelphia 76ers,21,78.56,77,23.22,13.39,2.96,50.45
Arlena,Waldron,Orlando Magic,22,87.31,55.13,71.28,15.32,2.11,29.98
Angela,Carbo,Oklahoma City Thunder,22,4.07,10.04,46.92,81.38,87.02,60.69
Elvira,Ehrman,Denver Nuggets,20,27.38,86.53,52.09,19.78,10.59,56.5
Joceline,Sacken,Oklahoma City Thunder,18,29.93,83.15,67.55,96.53,54.63,30.19
Mahalia,Jacqui,Sacramento Kings,30,74.76,82.27,33.78,12.23,22.02,97.61
Roseline,Aprile,Golden State Warriors,23,85.65,65.77,74.94,21.43,71.74,54.06
Merle,Justinn,Brooklyn Nets,23,18.54,40.15,96.46,47.2,14.32,35.46
Violet,Moseley,Utah Jazz,24,4.63,5.61,46.81,77.42,20.33,62.05
Lucille,Brotherson,Washington Wizards,24,35.87,58.98,24.25,42.1,91.14,22.6
Joane,Marsden,Milwaukee Bucks,26,33.84,97.84,86.46,18.14,63.65,58.75
Mamie,Gower,New York Knicks,25,40.62,68.49,41.46,40.16,99.04,93.59
Hermione,Pyle,Philadelphia 76ers,24,90.37,82.84,93.98,3.83,90.86,96.72
Aubrie,Faust,San Antonio Spurs,21,6.91,35.44,49.7,73.11,19.39,1.93
Ketti,Rhu,Phoenix Suns,30,39.46,2.18,93.01,79.55,94.61,95.27
Lynde,Manolo,Denver Nuggets,27,6.75,26.54,6.92,56.74,82.34,87.52
Caritta,Weaks,Chicago Bulls,29,52.86,73.13,27.62,12.16,41.39,31.31
Gratia,Decato,Boston Celtics,27,56.3,68.93,68.35,59.27,82.6,46.28
Tiffie,Kenney,Houston Rockets,18,70.4,33.05,77.44,76.18,68.87,15.8
Louella,Percy,Sacramento Kings,28,76.35,31.2,9.57,15.29,21.91,98.01
Marcy,Luhe,Houston Rockets,25,40.93,88.07,24.33,69.5,44.98,78.77
June,Teddman,Sacramento Kings,21,84.85,16.72,33.76,46.47,15.75,87.94
Lily,Irmine,Chicago Bulls,29,11.94,83.49,62.96,26.36,9,34.16
Nelle,Barrus,Philadelphia 76ers,27,80.17,70.69,8.2,97.66,53.29,62.73
Leanna,Malvino,Detroit Pistons,29,30.46,72.64,34.12,73.2,7.92,1.89
Lauryn,Pelagias,San Antonio Spurs,19,51.05,40.82,64.6,72.31,3.83,3.92
Madalyn,Dearborn,Los Angeles Lakers,19,12.9,68.15,19.1,69.74,61.15,86
Valera,Stanwood,Memphis Grizzlies,19,22.58,89.57,57.86,54.95,66,86.45
Devina,Christine,Memphis Grizzlies,24,32.37,58.58,58.31,90.22,23.1,24.59
Orsola,Whittaker,Milwaukee Bucks,26,86.12,21.81,2.15,62.77,98.24,27.25
Elsie,Mallon,Sacramento Kings,30,16.28,7.75,99.96,84.72,28.54,1.18
Susette,Loeb,Utah Jazz,26,57.26,57.46,43.37,75.87,28.42,94.75
Hettie,Dawkins,Phoenix Suns,28,74.3,61.04,77.01,76.94,47.11,65
Camile,Joachim,Brooklyn Nets,23,74.79,70.99,21.09,33.02,87.38,64.63
Frank,Loeb,New Orleans Pelicans,18,70.75,52.85,66.56,43.88,24.88,70.97
Kirbee,Carvey,Golden State Warriors,21,57.39,79.17,32.03,5.96,73.24,13.33
Adele,Lail,Detroit Pistons,18,73.81,9.83,18.47,49.35,18.29,83.96
Orsola,Read,Los Angeles Lakers,29,91.53,58.77,95.6,54.82,68.62,91.5
Brynna,Autrey,Atlanta Hawks,18,45.53,41.45,55.05,49.57,47.15,37.66
Laure,Trey,San Antonio Spurs,19,47.71,94.49,98.67,1.82,59.22,8.26
Correy,Schwejda,New York Knicks,18,46.85,26.79,46.44,18.76,14.13,34.16
Therine,Harriman,Oklahoma City Thunder,18,20.03,79.06,45.58,12.28,94.02,13.44
Kalina,Pyle,Orlando Magic,19,48.74,44.89,72.48,25.47,71.18,61.59
Susan,Hamil,Orlando Magic,25,94.4,92.55,35.13,53.26,78.59,56.61
Sabina,Raffo,Utah Jazz,20,33.67,11.95,70.75,38.41,62.18,86.76
Annecorinne,Lewes,Toronto Raptors,25,86.66,37.99,41.27,36.4,55.88,36.32
Jenilee,Anton,New York Knicks,23,59.32,90.33,22.28,62.97,44.93,74.61
Nollie,Phyllis,Sacramento Kings,29,61.98,97.93,14.39,25.49,3.96,25.7
Sue,Stuart,Indiana Pacers,23,78.13,34.12,95.56,86.91,58.98,43.78
Andree,Olin,Detroit Pistons,28,82.21,27.37,63.71,70.8,52.57,57.41
Ida,Connelly,LA Clippers,25,60.35,52.8,1.76,28.96,42,43.89
Emma,Leffen,Washington Wizards,27,10.45,43.92,98.05,30.89,7.6,61.74
Felice,Firmin,Memphis Grizzlies,25,96.21,18.86,39.42,88.16,33.07,42.71
Gretal,Chem,Sacramento Kings,24,45.49,55.53,47.42,59.19,80.61,39.89
Stevana,Tufts,Indiana Pacers,23,51.54,33.1,33.28,70.72,22.05,48.71
Ivett,Brady,Detroit Pistons,26,38.8,52.26,39.59,53.62,91.62,87.36
Vivia,Ajay,LA Clippers,30,57,17.96,42.94,77.39,13.65,76.53
Edith,Sherfield,Boston Celtics,21,44.66,34.85,24.86,23.46,77.71,10.95
Yvonne,Suanne,Atlanta Hawks,30,99.88,55.92,44.42,4.86,40.96,78.38
Cathie,Cleavland,Utah Jazz,27,90.4,41.85,32.47,58.92,28.52,78.7
Raina,Justinn,Phoenix Suns,23,39.96,34.79,49.69,98.25,6.81,82.43
Katuscha,Lia,Denver Nuggets,22,18.59,98.87,49.46,13.53,44.22,52.22
Rayna,Eno,Sacramento Kings,26,78.18,52.05,94.22,94.28,11.85,57.14
Leona,McClimans,Memphis Grizzlies,28,25.62,6.57,25.46,90.92,51.86,80.05
Allis,Catie,Memphis Grizzlies,20,66.87,8.16,3.4,30.29,83.68,88.18
Lexine,Engdahl,Phoenix Suns,30,3.08,7.5,4.47,19.4,10.79,83.79
Riannon,Riordan,LA Clippers,29,17.16,91.85,34.87,39.03,79.66,3.62
Jany,Bivins,Boston Celtics,18,89.69,64.86,95.94,69.62,93.44,88.48
Chickie,Erskine,Portland Trail Blazers,23,45.78,8.14,24.97,31.77,9.11,86.51
Marnia,Couture,Houston Rockets,18,53.91,84.88,82.38,44.92,99.29,36.42
Melodie,Ophelia,Minnesota Timberwolves,26,80.92,20.28,65.72,67.02,87.33,76.32
Henriette,Revkah,Boston Celtics,22,15.45,58.63,84.19,53.68,21.69,25.53
